DATETIME,Cortez-Jones Creek/Marine 138 KV (LPI_GEN_EARLY),HOURENDING,MARKETDAY,PEAKTYPE,MONTH,YEAR
03/26/2024 06:05:00,-154.8,7,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 06:10:00,-156,7,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 06:15:00,-153.8,7,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 06:20:00,-157.2,7,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 06:25:00,-152.4,7,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 06:30:00,-149.2,7,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 06:35:00,-144.8,7,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 06:40:00,-149.2,7,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 06:45:00,-150.4,7,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 06:50:00,-147.8,7,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 06:55:00,-147.4,7,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 07:00:00,-144.4,7,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 07:05:00,-144.4,8,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 07:10:00,-142,8,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 07:15:00,-142.2,8,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 07:20:00,-140.2,8,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 07:25:00,-130,8,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 07:30:00,-137.4,8,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 07:35:00,-145,8,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 07:40:00,-144.6,8,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 07:45:00,-146.2,8,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 07:50:00,-154.2,8,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 07:55:00,-151.2,8,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 08:00:00,-150,8,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 08:05:00,-152.2,9,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 08:10:00,-155.4,9,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 08:15:00,-156.4,9,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 08:20:00,-157,9,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 08:25:00,-162.2,9,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 08:30:00,-173.4,9,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 08:35:00,-181.8,9,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 08:40:00,-189.2,9,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 08:45:00,-194.4,9,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 08:50:00,-200.6,9,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 08:55:00,-206.4,9,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 09:00:00,-213.4,9,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 09:05:00,-218.6,10,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 09:10:00,-224.6,10,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 09:15:00,-228.4,10,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 09:20:00,-233.4,10,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 09:25:00,-238.2,10,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 09:30:00,-241,10,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 09:35:00,-243.4,10,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 09:40:00,-244.8,10,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 09:45:00,-244.6,10,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 09:50:00,-247,10,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 09:55:00,-248.2,10,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 10:00:00,-249.2,10,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 10:05:00,-250,11,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 10:10:00,-249.4,11,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 10:15:00,-250,11,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 10:20:00,-249.75,11,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 10:25:00,-249.2,11,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 10:30:00,-249.6,11,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 10:35:00,-250.4,11,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 10:40:00,-250.4,11,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 10:45:00,-251.4,11,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 10:50:00,-252,11,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 10:55:00,-250.6,11,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 11:00:00,-249.6,11,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 11:05:00,-250,12,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 11:10:00,-250.6,12,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 11:15:00,-249,12,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 11:20:00,-250.2,12,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 11:25:00,-251.6,12,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 11:30:00,-253.2,12,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 11:35:00,-254.4,12,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 11:40:00,-255.4,12,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 11:45:00,-257,12,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 11:50:00,-257.6,12,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 11:55:00,-257.2,12,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 12:00:00,-256.2,12,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 12:05:00,-255.4,13,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 12:10:00,-255.2,13,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 12:15:00,-253.6,13,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 12:20:00,-253.2,13,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 12:25:00,-253.8,13,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 12:30:00,-253.4,13,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 12:35:00,-251.8,13,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 12:40:00,-253.2,13,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 12:45:00,-252.6,13,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 12:50:00,-252.2,13,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 12:55:00,-253.6,13,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 13:00:00,-253.8,13,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 13:05:00,-253.6,14,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 13:10:00,-252,14,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 13:15:00,-252.4,14,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 13:20:00,-251.8,14,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 13:25:00,-252.2,14,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 13:30:00,-250.6,14,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 13:35:00,-250.4,14,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 13:40:00,-250,14,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 13:45:00,-251.2,14,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 13:50:00,-250,14,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 13:55:00,-251.2,14,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 14:00:00,-250.2,14,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 14:05:00,-251.6,15,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 14:10:00,-251.6,15,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 14:15:00,-251.4,15,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 14:20:00,-252.2,15,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 14:25:00,-251.8,15,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 14:30:00,-250.6,15,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 14:35:00,-251,15,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 14:40:00,-251.8,15,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 14:45:00,-250,15,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 14:50:00,-250.2,15,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 14:55:00,-251,15,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 15:00:00,-251,15,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 15:05:00,-250.2,16,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 15:10:00,-250.6,16,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 15:15:00,-250.2,16,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 15:20:00,-251,16,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 15:25:00,-250.4,16,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 15:30:00,-250.8,16,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 15:35:00,-250,16,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 15:40:00,-249,16,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 15:45:00,-249.6,16,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 15:50:00,-249.8,16,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 15:55:00,-249,16,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 16:00:00,-250,16,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 16:05:00,-247.8,17,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 16:10:00,-249.4,17,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 16:15:00,-249.6,17,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 16:20:00,-250.4,17,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 16:25:00,-250,17,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 16:30:00,-250.8,17,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 16:35:00,-251.6,17,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 16:40:00,-252.6,17,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 16:45:00,-251.4,17,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 16:50:00,-250.8,17,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 16:55:00,-250.6,17,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 17:00:00,-250.4,17,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 17:05:00,-251.4,18,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 17:10:00,-252.2,18,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 17:15:00,-253,18,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 17:20:00,-253,18,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 17:25:00,-251.2,18,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 17:30:00,-249.6,18,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 17:35:00,-250.4,18,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 17:40:00,-252,18,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 17:45:00,-251.6,18,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 17:50:00,-253.8,18,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 17:55:00,-253.8,18,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 18:00:00,-254.4,18,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 18:05:00,-253.8,19,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 18:10:00,-254.2,19,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 18:15:00,-254.2,19,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 18:20:00,-254.8,19,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 18:25:00,-254,19,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 18:30:00,-252.4,19,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 18:35:00,-252.6,19,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 18:40:00,-252,19,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 18:45:00,-255.2,19,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 18:50:00,-251.2,19,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 18:55:00,-247.8,19,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 19:00:00,-246.2,19,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 19:05:00,-243,20,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 19:10:00,-233.6,20,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 19:15:00,-225.4,20,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 19:20:00,-221.6,20,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 19:25:00,-219.8,20,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 19:30:00,-218.2,20,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 19:35:00,-215.2,20,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 19:40:00,-207.6,20,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 19:45:00,-199.4,20,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 19:50:00,-190.8,20,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 19:55:00,-187.4,20,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 20:00:00,-190.6,20,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 20:05:00,-190,21,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 20:10:00,-182.2,21,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 20:15:00,-177,21,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 20:20:00,-173.6,21,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 20:25:00,-167.8,21,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 20:30:00,-166.6,21,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 20:35:00,-166.2,21,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 20:40:00,-166.2,21,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 20:45:00,-169,21,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 20:50:00,-164.6,21,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 20:55:00,-163.2,21,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 21:00:00,-161.4,21,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 21:05:00,-166.2,22,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 21:10:00,-167.2,22,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 21:15:00,-168.8,22,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 21:20:00,-169.8,22,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 21:25:00,-163,22,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 21:30:00,-160.4,22,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 21:35:00,-163,22,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 21:40:00,-173.4,22,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 21:45:00,-185.4,22,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 21:50:00,-190.6,22,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 21:55:00,-196,22,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 22:00:00,-195.2,22,03/26/2024,WDPEAK,MARCH,2024
03/26/2024 22:05:00,-201.4,23,03/26/2024,OFFPEAK,MARCH,2024
03/26/2024 22:10:00,-202.8,23,03/26/2024,OFFPEAK,MARCH,2024
03/26/2024 22:15:00,-202.8,23,03/26/2024,OFFPEAK,MARCH,2024
03/26/2024 22:20:00,-200.8,23,03/26/2024,OFFPEAK,MARCH,2024
03/26/2024 22:25:00,-204.8,23,03/26/2024,OFFPEAK,MARCH,2024
03/26/2024 22:30:00,-212,23,03/26/2024,OFFPEAK,MARCH,2024
03/26/2024 22:35:00,-212.4,23,03/26/2024,OFFPEAK,MARCH,2024
03/26/2024 22:40:00,-214.8,23,03/26/2024,OFFPEAK,MARCH,2024
03/26/2024 22:45:00,-219.8,23,03/26/2024,OFFPEAK,MARCH,2024
03/26/2024 22:50:00,-221.6,23,03/26/2024,OFFPEAK,MARCH,2024
03/26/2024 22:55:00,-223.8,23,03/26/2024,OFFPEAK,MARCH,2024
03/26/2024 23:00:00,-226.4,23,03/26/2024,OFFPEAK,MARCH,2024
03/26/2024 23:05:00,-227.4,24,03/26/2024,OFFPEAK,MARCH,2024
03/26/2024 23:10:00,-229.6,24,03/26/2024,OFFPEAK,MARCH,2024
03/26/2024 23:15:00,-230.8,24,03/26/2024,OFFPEAK,MARCH,2024
03/26/2024 23:20:00,-230.2,24,03/26/2024,OFFPEAK,MARCH,2024
03/26/2024 23:25:00,-230,24,03/26/2024,OFFPEAK,MARCH,2024
03/26/2024 23:30:00,-229.4,24,03/26/2024,OFFPEAK,MARCH,2024
03/26/2024 23:35:00,-229.4,24,03/26/2024,OFFPEAK,MARCH,2024
03/26/2024 23:40:00,-229,24,03/26/2024,OFFPEAK,MARCH,2024
03/26/2024 23:45:00,-231.4,24,03/26/2024,OFFPEAK,MARCH,2024
03/26/2024 23:50:00,-233.8,24,03/26/2024,OFFPEAK,MARCH,2024
03/26/2024 23:55:00,-234.6,24,03/26/2024,OFFPEAK,MARCH,2024
03/27/2024 00:00:00,-235.6,24,03/26/2024,OFFPEAK,MARCH,2024
03/27/2024 00:05:00,-237.8,1,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 00:10:00,-239.8,1,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 00:15:00,-239.4,1,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 00:20:00,-240.2,1,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 00:25:00,-241.6,1,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 00:30:00,-242.2,1,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 00:35:00,-241.8,1,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 00:40:00,-242.8,1,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 00:45:00,-242,1,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 00:50:00,-243.6,1,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 00:55:00,-244.4,1,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 01:00:00,-246.2,1,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 01:05:00,-246.8,2,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 01:10:00,-246.4,2,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 01:15:00,-246.6,2,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 01:20:00,-246,2,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 01:25:00,-247.6,2,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 01:30:00,-245.6,2,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 01:35:00,-247,2,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 01:40:00,-246.8,2,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 01:45:00,-247.4,2,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 01:50:00,-247,2,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 01:55:00,-247.4,2,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 02:00:00,-247.2,2,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 02:05:00,-246.8,3,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 02:10:00,-247.4,3,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 02:15:00,-247,3,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 02:20:00,-246.8,3,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 02:25:00,-246.6,3,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 02:30:00,-246.8,3,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 02:35:00,-248.2,3,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 02:40:00,-248.2,3,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 02:45:00,-247.4,3,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 02:50:00,-247,3,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 02:55:00,-246.2,3,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 03:00:00,-246,3,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 03:05:00,-246.2,4,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 03:10:00,-246,4,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 03:15:00,-246,4,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 03:20:00,-244.2,4,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 03:25:00,-245.2,4,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 03:30:00,-244.4,4,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 03:35:00,-244,4,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 03:40:00,-242.4,4,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 03:45:00,-241.8,4,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 03:50:00,-241.2,4,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 03:55:00,-239.8,4,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 04:00:00,-240.2,4,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 04:05:00,-238.4,5,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 04:10:00,-236.8,5,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 04:15:00,-233.8,5,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 04:20:00,-233.4,5,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 04:25:00,-232.4,5,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 04:30:00,-228,5,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 04:35:00,-229.4,5,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 04:40:00,-229.4,5,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 04:45:00,-228,5,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 04:50:00,-229,5,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 04:55:00,-229.4,5,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 05:00:00,-228.4,5,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 05:05:00,-230.4,6,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 05:10:00,-230,6,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 05:15:00,-227.8,6,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 05:20:00,-228.8,6,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 05:25:00,-226.8,6,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 05:30:00,-226.8,6,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 05:35:00,-224.2,6,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 05:40:00,-221,6,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 05:45:00,-219.6,6,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 05:50:00,-218,6,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 05:55:00,-219.4,6,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 06:00:00,-220.6,6,03/27/2024,OFFPEAK,MARCH,2024
03/27/2024 06:05:00,-223.4,7,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 06:10:00,-221.8,7,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 06:15:00,-222.6,7,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 06:20:00,-223.6,7,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 06:25:00,-223.4,7,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 06:30:00,-224.2,7,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 06:35:00,-222.8,7,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 06:40:00,-225.4,7,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 06:45:00,-226.6,7,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 06:50:00,-228,7,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 06:55:00,-228.8,7,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 07:00:00,-229.6,7,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 07:05:00,-230.8,8,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 07:10:00,-230.6,8,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 07:15:00,-244.4,8,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 07:20:00,-251.5,8,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 07:25:00,-247.4,8,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 07:30:00,-245.2,8,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 07:35:00,-245.2,8,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 07:40:00,-231.75,8,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 07:45:00,-229.2,8,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 07:50:00,-244.666667,8,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 07:55:00,-238.75,8,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 08:00:00,-235,8,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 08:05:00,-233,9,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 08:10:00,-236.6,9,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 08:15:00,-242.8,9,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 08:20:00,-256,9,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 08:25:00,-259.8,9,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 08:30:00,-259,9,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 08:35:00,-249.6,9,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 08:40:00,-261,9,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 08:45:00,-260.8,9,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 08:50:00,-247.4,9,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 08:55:00,-248.4,9,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 09:00:00,-249.5,9,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 09:05:00,-242.8,10,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 09:10:00,-241.8,10,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 09:15:00,-237.333333,10,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 09:20:00,-234.6,10,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 09:25:00,-234.2,10,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 09:30:00,-236.4,10,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 09:35:00,-232.4,10,03/27/2024,WDPEAK,MARCH,2024
03/27/2024 09:40:00,-231.666667,10,03/27/2024,WDPEAK,MARCH,2024
